Place,Type of meteorite,"Mass, g",Fell/found?,Year,Database,Coordinate 1,Coordinates 2
Colomera,"Iron, IIE","134,000",Found,1912,http://www.lpi.usra.edu/meteor/metbull.php?code=5404,37.43333,-3.65
Carnegie,L6,"132,700",Found,1963,http://www.lpi.usra.edu/meteor/metbull.php?code=5278,35.16667,-98.64389
Araslanovo,L/LL5,"132,000",Found,1973,http://www.lpi.usra.edu/meteor/metbull.php?code=2324,55.14167,48.2
Karavannoe,"Pallasite, PES","132,000",Found,1960s,http://www.lpi.usra.edu/meteor/metbull.php?code=56567,57.78117,47.67967
Dong Ujimqin Qi,Mesosiderite,"128,800",Fell,1995,http://www.lpi.usra.edu/meteor/metbull.php?code=7706,45.5,119.03333
Chebankol,"Iron, IAB-sHL","127,760",Found,1938,http://www.lpi.usra.edu/meteor/metbull.php?code=5335,53.66667,88
Ozona,H6,"127,500",Found,1929,http://www.lpi.usra.edu/meteor/metbull.php?code=18066,30.73333,-101.3
Ensisheim,LL6,"127,000",Fell,1492,http://www.lpi.usra.edu/meteor/metbull.php?code=10039,47.86667,7.35
Carthage,"Iron, IIIAB","127,000",Found,1840,http://www.lpi.usra.edu/meteor/metbull.php?code=5282,36.26667,-85.98333
Keqi,Iron,"127,000",Found,1966,http://www.lpi.usra.edu/meteor/metbull.php?code=12281,42.73333,117.5
Dho 005,L6,"125,500",Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=6704,18.16667,54.16667
JaH 091,L5,"123,374",Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=12150,19.69362,56.65432
Bur-Gheluai,H5,"120,000",Fell,1919,http://www.lpi.usra.edu/meteor/metbull.php?code=5169,5,48
Santiago Papasquiero,"Iron, ungrouped","119,500",Found,1958,http://www.lpi.usra.edu/meteor/metbull.php?code=23169,24.5,-106
Duketon,"Iron, IIIAB","118,300",Found,1948,http://www.lpi.usra.edu/meteor/metbull.php?code=7740,-27.5,122.36667
Bencubbin,CBa,"118,000",Found,1930,http://www.lpi.usra.edu/meteor/metbull.php?code=5014,-30.75,117.78333
Scurry,H5,"118,000",Found,1937,http://www.lpi.usra.edu/meteor/metbull.php?code=23468,32.5,-101
Para de Minas,"Iron, IVA","116,300",Found,1934,http://www.lpi.usra.edu/meteor/metbull.php?code=18099,-19.86667,-44.61667
Cleveland,"Iron, IIIAB","115,000",Found,1860,http://www.lpi.usra.edu/meteor/metbull.php?code=5379,34.88333,-84.78333
Tafassasset,CR-an,"114,000",Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=23779,20.76333,10.44167
Caperr,"Iron, IIIAB","113,900",Found,1869,http://www.lpi.usra.edu/meteor/metbull.php?code=5263,-45.28333,-70.48333
Buenaventura,"Iron, IIIAB","113,600",Found,1969,http://www.lpi.usra.edu/meteor/metbull.php?code=5162,29.8,-107.55
Gundaring,"Iron, IIIAB","112,500",Found,1937,http://www.lpi.usra.edu/meteor/metbull.php?code=11452,-33.3,117.66667
Oakley (iron),"Iron, IIIF","111,000",Found,1926,http://www.lpi.usra.edu/meteor/metbull.php?code=17972,42.33333,-113.7
Florey,H6,"110,800",Found,1978,http://www.lpi.usra.edu/meteor/metbull.php?code=10112,32.5225,-102.705
Etosha,"Iron, IC","110,700",Found,1970,http://www.lpi.usra.edu/meteor/metbull.php?code=10061,-18.5,16
LEW 85320,H5,"110,224",Found,1985,http://www.lpi.usra.edu/meteor/metbull.php?code=12790,-84.26223,161.41628
Mount Tazerzait,L5,"110,000",Fell,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=16804,18.7,4.8
Sulagiri,LL6,"110,000",Fell,2008,http://www.lpi.usra.edu/meteor/metbull.php?code=48951,12.66667,78.03333
Lenarto,"Iron, IIIAB","108,500",Found,1814,http://www.lpi.usra.edu/meteor/metbull.php?code=12763,49,21
Elbogen,"Iron, IID","107,000",Fell,1400,http://www.lpi.usra.edu/meteor/metbull.php?code=7823,50.18333,12.73333
Abee,EH4,"107,000",Fell,1952,http://www.lpi.usra.edu/meteor/metbull.php?code=6,54.21667,-113
Tiberrhamine,L6,"107,000",Found,1967,http://www.lpi.usra.edu/meteor/metbull.php?code=23985,28.11667,0.53333
Faith,H5,"105,000",Found,1952,http://www.lpi.usra.edu/meteor/metbull.php?code=10071,45.33333,-102.08333
Cook 001,H5,"105,000",Found,1989,http://www.lpi.usra.edu/meteor/metbull.php?code=5421,-30.33333,130.53333
Chico,L6,"104,800",Found,1954,http://www.lpi.usra.edu/meteor/metbull.php?code=5346,36.5,-104.2
Juncal,"Iron, IIIAB","104,000",Found,1866,http://www.lpi.usra.edu/meteor/metbull.php?code=12211,-26,-69.25
Molong,"Pallasite, PMG","104,000",Found,1912,http://www.lpi.usra.edu/meteor/metbull.php?code=16716,-33.28333,148.88333
Colby (Wisconsin),L6,"104,000",Fell,1917,http://www.lpi.usra.edu/meteor/metbull.php?code=5395,44.9,-90.28333
Udei Station,"Iron, IAB-ung","103,000",Fell,1927,http://www.lpi.usra.edu/meteor/metbull.php?code=24101,7.95,8.08333
Rifle,"Iron, IAB-MG","102,700",Found,1948,http://www.lpi.usra.edu/meteor/metbull.php?code=22605,38.51667,-107.83333
Seel?_sgen,"Iron, IAB-MG","102,000",Found,1847,http://www.lpi.usra.edu/meteor/metbull.php?code=23474,52.26667,15.55
Sevrukovo,L5,"101,000",Fell,1874,http://www.lpi.usra.edu/meteor/metbull.php?code=23509,50.61667,36.6
Lutschaunig's Stone,L6,"100,000",Found,1861,http://www.lpi.usra.edu/meteor/metbull.php?code=14762,-27,-70
Pierceville (iron),"Iron, IIIAB","100,000",Found,1917,http://www.lpi.usra.edu/meteor/metbull.php?code=18819,37.86667,-100.66667
Dimitrovgrad,"Iron, IIIAB","100,000",Found,1949,http://www.lpi.usra.edu/meteor/metbull.php?code=7644,43.04639,22.86389
Paranaiba,L6,"100,000",Fell,1956,http://www.lpi.usra.edu/meteor/metbull.php?code=18103,-19.13333,-51.66667
Budulan,Mesosiderite-B4,"100,000",Found,1962,http://www.lpi.usra.edu/meteor/metbull.php?code=5161,50.56667,114.9
Faucett,H5,"100,000",Found,1966,http://www.lpi.usra.edu/meteor/metbull.php?code=10077,39.61667,-94.86667
Murchison,CM2,"100,000",Fell,1969,http://www.lpi.usra.edu/meteor/metbull.php?code=16875,-36.61667,145.2
Retuerta del Bullaque,"Iron, IAB-MG","100,000",Found,1980,http://www.lpi.usra.edu/meteor/metbull.php?code=56577,39.45889,-4.3775
Anyujskij,"Iron, IIAB","100,000",Found,1981,http://www.lpi.usra.edu/meteor/metbull.php?code=2312,66.9,164.2
Kidairat,H6,"100,000",Fell,1983,http://www.lpi.usra.edu/meteor/metbull.php?code=12300,14,28
Gujba,CBa,"100,000",Fell,1984,http://www.lpi.usra.edu/meteor/metbull.php?code=11449,11.49167,11.65833
Cook 007,H4,"100,000",Found,1989,http://www.lpi.usra.edu/meteor/metbull.php?code=5427,-30.61667,130.41667
Juancheng,H5,"100,000",Fell,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=12203,35.5,115.41667
Franconia,H5,"100,000",Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=10174,34.71637,-114.22197
Chergach,H5,"100,000",Fell,2007,http://www.lpi.usra.edu/meteor/metbull.php?code=47347,23.69639,-5.01472
Tamdakht,H5,"100,000",Fell,2008,http://www.lpi.usra.edu/meteor/metbull.php?code=48691,31.16333,-7.015
Bou Azarif,H5,"100,000",Found,2010,http://www.lpi.usra.edu/meteor/metbull.php?code=53812,31.15643,-5.15262
Social Circle,"Iron, IVA","99,300",Found,1927,http://www.lpi.usra.edu/meteor/metbull.php?code=23659,33.7,-83.7
Steinbach,"Iron, IVA-an","98,000",Found,1724,http://www.lpi.usra.edu/meteor/metbull.php?code=23722,50.5,12.5
Palmas de Monte Alto,"Iron, IIIAB","97,000",Found,1954,http://www.lpi.usra.edu/meteor/metbull.php?code=48959,-14.3675,-43.02278
DaG 749,CO3,"95,000",Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=6296,27.30167,15.7645
Loreto,"Iron, IIIAB","94,800",Found,1896,http://www.lpi.usra.edu/meteor/metbull.php?code=14705,26.01667,-111.36667
Weekeroo Station,"Iron, IIE-an","94,200",Found,1924,http://www.lpi.usra.edu/meteor/metbull.php?code=24230,-32.26667,139.86667
Carver,"Iron, IIAB","94,000",Found,1935,http://www.lpi.usra.edu/meteor/metbull.php?code=5284,32,-86
Concho,L6,"93,500",Found,1939,http://www.lpi.usra.edu/meteor/metbull.php?code=5417,32,-101.5
Machinga,L6,"93,200",Fell,1981,http://www.lpi.usra.edu/meteor/metbull.php?code=15371,-15.21222,35.24222
Watson 001,"Iron, IIE","93,000",Found,1972,http://www.lpi.usra.edu/meteor/metbull.php?code=24221,-30.5,131.55
Wiltshire,H5,"92,750",Found,,http://www.lpi.usra.edu/meteor/metbull.php?code=56143,51.14967,-1.81
JaH 090,L5,"92,668",Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=12149,19.71678,56.6062
Karee Kloof,"Iron, IAB-sLL","92,100",Found,1914,http://www.lpi.usra.edu/meteor/metbull.php?code=12259,-31.6,25.8
Laguna Manantiales,Iron,"92,000",Found,1945,http://www.lpi.usra.edu/meteor/metbull.php?code=12413,-48.58333,-67.41667
Juvinas,Eucrite-mmict,"91,000",Fell,1821,http://www.lpi.usra.edu/meteor/metbull.php?code=12214,44.71667,4.3
Fair Play,Pseudometeorite,"91,000",Found,1928,http://www.lpi.usra.edu/meteor/metbull.php?code=10068,37.66667,-93.55
Richardton,H5,"90,000",Fell,1918,http://www.lpi.usra.edu/meteor/metbull.php?code=22599,46.88333,-102.31667
ad-Dahbubah,H5,"90,000",Found,1961,http://www.lpi.usra.edu/meteor/metbull.php?code=376,19.83333,51.25
Mincy,Mesosiderite-B4,"89,400",Found,1857,http://www.lpi.usra.edu/meteor/metbull.php?code=16694,36.55,-93.1
Farmington,L5,"89,400",Fell,1890,http://www.lpi.usra.edu/meteor/metbull.php?code=10074,39.75,-97.03333
Bennett County,"Iron, IIAB","89,000",Found,1934,http://www.lpi.usra.edu/meteor/metbull.php?code=5022,43.5,-101.25
San Angelo,"Iron, IIIAB","88,000",Found,1897,http://www.lpi.usra.edu/meteor/metbull.php?code=23117,31.41667,-100.35
Mills,H6,"88,000",Found,1970,http://www.lpi.usra.edu/meteor/metbull.php?code=16687,36.23,-104.11889
Wagon Mound,L6,"87,500",Found,1932,http://www.lpi.usra.edu/meteor/metbull.php?code=24196,35.84083,-104.58583
Roebourne,"Iron, IIIAB","86,860",Found,1892,http://www.lpi.usra.edu/meteor/metbull.php?code=22644,-22.33333,118
Bath Furnace,L6,"86,000",Fell,1902,http://www.lpi.usra.edu/meteor/metbull.php?code=4975,38.25,-83.75
Tulia (a),H3-4,"86,000",Found,1917,http://www.lpi.usra.edu/meteor/metbull.php?code=24066,34.61667,-101.95
Apoala,"Iron, IIIAB","85,000",Found,1889,http://www.lpi.usra.edu/meteor/metbull.php?code=2317,17.7,-97
Kayakent,"Iron, IIIAB","85,000",Fell,1961,http://www.lpi.usra.edu/meteor/metbull.php?code=12268,39.26333,31.78
Juanita de Angeles,H5,"85,000",Found,1992,http://www.lpi.usra.edu/meteor/metbull.php?code=12204,28.41667,-105.08333
Gan Gan,"Iron, IVA","83,000",Found,1984,http://www.lpi.usra.edu/meteor/metbull.php?code=10852,-42.66667,-68.08333
Bruceville,L6,"83,000",Found,1998,http://www.lpi.usra.edu/meteor/metbull.php?code=5155,38.295,-121.405
Ness County (1894),L6,"82,000",Found,1894,http://www.lpi.usra.edu/meteor/metbull.php?code=16946,38.5,-99.6
Gretna,L5,"82,000",Found,1912,http://www.lpi.usra.edu/meteor/metbull.php?code=11201,39.93333,-99.21667
Renfrow,L6,"81,600",Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=22588,36.98667,-97.555
Carlton,"Iron, IAB-sLM","81,200",Found,1887,http://www.lpi.usra.edu/meteor/metbull.php?code=5277,31.91667,-98.03333
Ainsworth,"Iron, IIAB","80,650",Found,1907,http://www.lpi.usra.edu/meteor/metbull.php?code=422,42.6,-99.8
Kernouve,H6,"80,000",Fell,1869,http://www.lpi.usra.edu/meteor/metbull.php?code=12284,48.11667,-3.08333
Soko-Banja,LL4,"80,000",Fell,1877,http://www.lpi.usra.edu/meteor/metbull.php?code=23661,43.66667,21.86667
Unter-M?_ssing,"Iron, IIC","80,000",Found,1920,http://www.lpi.usra.edu/meteor/metbull.php?code=24124,49.09028,11.33333
Vera,L/LL4,"80,000",Found,1941,http://www.lpi.usra.edu/meteor/metbull.php?code=24161,-29.91667,-60.28333
Baygorria,"Iron, IAB complex","80,000",Found,1994,http://www.lpi.usra.edu/meteor/metbull.php?code=4980,-33,-56
Mrirt,Iron,"79,900",Found,1937,http://www.lpi.usra.edu/meteor/metbull.php?code=16819,33.13333,-5.56667
Belle Plaine,L6,"78,800",Found,1950,http://www.lpi.usra.edu/meteor/metbull.php?code=5004,37.31667,-97.25
Finmarken,"Pallasite, PMG","78,300",Found,1902,http://www.lpi.usra.edu/meteor/metbull.php?code=10103,70,24
Parnallee,LL3.6,"77,600",Fell,1857,http://www.lpi.usra.edu/meteor/metbull.php?code=18108,9.23333,78.35
Moorumbunna,"Iron, IIIAB","77,000",Found,1943,http://www.lpi.usra.edu/meteor/metbull.php?code=16739,-28.91667,136.25
JaH 230,L5,"77,000",Found,2005,http://www.lpi.usra.edu/meteor/metbull.php?code=35549,19.7127,56.58277
Augusta County,"Iron, IIIAB","76,000",Found,1858,http://www.lpi.usra.edu/meteor/metbull.php?code=4897,38.16667,-79.08333
Northbranch,H5,"76,000",Found,1972,http://www.lpi.usra.edu/meteor/metbull.php?code=17010,39.99167,-98.34167
Tawallah Valley,"Iron, IVB","75,750",Found,1939,http://www.lpi.usra.edu/meteor/metbull.php?code=23889,-15.7,135.66667
Xingyang,H6,"75,500",Fell,1977,http://www.lpi.usra.edu/meteor/metbull.php?code=24346,32.33333,114.31667
Acme,H5,"75,000",Found,1947,http://www.lpi.usra.edu/meteor/metbull.php?code=371,33.63333,-104.26667
Bayard,L5,"75,000",Found,1982,http://www.lpi.usra.edu/meteor/metbull.php?code=4978,41.81667,-103.36667
Wolsey,"Iron, IAB-MG","74,830",Found,1981,http://www.lpi.usra.edu/meteor/metbull.php?code=24328,44.4,-98.53333
Walker County,"Iron, IIAB","74,800",Found,1832,http://www.lpi.usra.edu/meteor/metbull.php?code=24204,34,-87.16667
Tilden,L6,"74,800",Fell,1927,http://www.lpi.usra.edu/meteor/metbull.php?code=23998,38.2,-89.68333
Hunter,LL5,"74,600",Found,1962,http://www.lpi.usra.edu/meteor/metbull.php?code=11987,36.56,-97.66667
Ethiudna,L4,"74,318",Found,1977,http://www.lpi.usra.edu/meteor/metbull.php?code=10060,-32.03333,139.78333
Toufassour,Mesosiderite,"73,300",Found,2007,http://www.lpi.usra.edu/meteor/metbull.php?code=47702,29.65225,-7.7493
Nelson County,"Iron, IIIF","73,030",Found,1856,http://www.lpi.usra.edu/meteor/metbull.php?code=16942,37.75,-85.5
Uwharrie,"Iron, IIIAB","72,700",Found,1930,http://www.lpi.usra.edu/meteor/metbull.php?code=24139,35.51667,-79.96667
Urua?u,"Iron, IAB-MG","72,500",Found,1992,http://www.lpi.usra.edu/meteor/metbull.php?code=24131,-14.53333,-48.76667
Isoulane-n-Amahar,L6,"72,000",Found,1945,http://www.lpi.usra.edu/meteor/metbull.php?code=12052,27.12917,8.66722
Mafuta,"Iron, IID","71,500",Found,1984,http://www.lpi.usra.edu/meteor/metbull.php?code=15384,-16.9025,30.40722
Merua,H5,"71,400",Fell,1920,http://www.lpi.usra.edu/meteor/metbull.php?code=15492,25.48333,81.98333
Portales Valley,H6,"71,400",Fell,1998,http://www.lpi.usra.edu/meteor/metbull.php?code=18874,34.175,-103.295
Sierra Colorada,L5,"71,300",Found,1995,http://www.lpi.usra.edu/meteor/metbull.php?code=23588,-40.8,-67.48333
Tlacotepec,"Iron, IVB","71,000",Found,1903,http://www.lpi.usra.edu/meteor/metbull.php?code=24013,18.65,-97.55
Wooramel,L5,"71,000",Found,1969,http://www.lpi.usra.edu/meteor/metbull.php?code=24335,-25.65,114.21667
Smithville,"Iron, IAB-MG","70,500",Found,1840,http://www.lpi.usra.edu/meteor/metbull.php?code=23654,35.98333,-85.85
Mahadevpur,H4/5,"70,500",Fell,2007,http://www.lpi.usra.edu/meteor/metbull.php?code=47361,27.66667,95.78333
Pe?a Blanca Spring,Aubrite,"70,000",Fell,1946,http://www.lpi.usra.edu/meteor/metbull.php?code=18786,30.125,-103.11667
Lahmada 009,H3-6,"70,000",Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=12422,27.16667,-9.5
Smithonia,"Iron, IIAB","69,900",Found,1940,http://www.lpi.usra.edu/meteor/metbull.php?code=23651,34,-83.16667
Landes,"Iron, IAB-MG","69,800",Found,1930,http://www.lpi.usra.edu/meteor/metbull.php?code=12457,38.9,-79.18333
Xinyi,H5,"69,000",Found,1975,http://www.lpi.usra.edu/meteor/metbull.php?code=24347,34.36667,118.33333
Wu-chu-mu-ch'in,"Iron, IAB-ung","68,860",Found,1920,http://www.lpi.usra.edu/meteor/metbull.php?code=24341,45.5,118
Kheri Maham,L5,"68,500",Fell,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=12295,28.97083,76.32278
Burlington,"Iron, IIIE","68,000",Found,1819,http://www.lpi.usra.edu/meteor/metbull.php?code=5172,42.75,-75.18333
Marlow,L5,"68,000",Found,1936,http://www.lpi.usra.edu/meteor/metbull.php?code=15428,34.6,-97.91667
Hamilton (Queensland),L6,"68,000",Found,1966,http://www.lpi.usra.edu/meteor/metbull.php?code=11483,-28.48333,148.25
Soledade,"Iron, IAB-MG","68,000",Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=23662,-29.05,-51.43333
Springwater,"Pallasite, PMG-an","67,600",Found,1931,http://www.lpi.usra.edu/meteor/metbull.php?code=23692,52,-108.3
Rahimyar Khan,L5,"67,225",Fell,1983,http://www.lpi.usra.edu/meteor/metbull.php?code=31302,28.225,70.2
Pervomaisky,L6,"66,000",Fell,1933,http://www.lpi.usra.edu/meteor/metbull.php?code=18798,56.63333,39.43333
Timochin,H5,"65,500",Fell,1807,http://www.lpi.usra.edu/meteor/metbull.php?code=24004,54.5,35.2
Sychevka,"Iron, IIIAB","65,000",Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=23772,51.125,127.495
Bocaiuva,"Iron, ungrouped","64,000",Found,1965,http://www.lpi.usra.edu/meteor/metbull.php?code=5092,-17.16667,-43.83333
Signal Mountain,"Iron, IVA","63,500",Found,1919,http://www.lpi.usra.edu/meteor/metbull.php?code=23592,32.5,-115.5
Treysa,"Iron, IIIAB-an","63,000",Fell,1916,http://www.lpi.usra.edu/meteor/metbull.php?code=24050,50.91667,9.18333
Santa Clara,"Iron, IVB","63,000",Found,1976,http://www.lpi.usra.edu/meteor/metbull.php?code=23163,24.46667,-103.35
DRP 88017,"Iron, IIAB","63,000",Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=6668,-80.06667,156.38333
Tnz 072,H6,"62,285",Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=31333,24.43817,0.103
Thunda,"Iron, IIIAB","62,100",Found,1881,http://www.lpi.usra.edu/meteor/metbull.php?code=23978,-25.7,143.05
Covert,H5,"61,000",Found,1896,http://www.lpi.usra.edu/meteor/metbull.php?code=5456,39.2,-98.78333
Gold Basin,L4,"61,000",Found,1995,http://www.lpi.usra.edu/meteor/metbull.php?code=10940,35.875,-114.23333
Hex River Mountains,"Iron, IIAB","60,000",Found,1882,http://www.lpi.usra.edu/meteor/metbull.php?code=11880,-33.31667,19.61667
Savannah,"Iron, IIIAB","60,000",Found,1923,http://www.lpi.usra.edu/meteor/metbull.php?code=23189,35.16667,-88.18333
Nicol??s Levalle,L5,"60,000",Found,1956,http://www.lpi.usra.edu/meteor/metbull.php?code=52413,-38.85028,-62.87889
DRPA78008,"Iron, IIAB","59,400",Found,1978,http://www.lpi.usra.edu/meteor/metbull.php?code=6684,-80.06667,156.38333
Bohumilitz,"Iron, IAB-MG","59,000",Found,1829,http://www.lpi.usra.edu/meteor/metbull.php?code=5099,49.05,13.76667
Piedade do Bagre,"Iron, ungrouped","59,000",Found,1922,http://www.lpi.usra.edu/meteor/metbull.php?code=18817,-18.94167,-44.98333
??owicz,Mesosiderite-A3,"59,000",Fell,1935,http://www.lpi.usra.edu/meteor/metbull.php?code=14718,52,19.91667
Quijingue,"Pallasite, PMG","59,000",Found,1984,http://www.lpi.usra.edu/meteor/metbull.php?code=22362,-10.75,-39.21667
Guadalupe y Calvo,"Iron, IIAB","58,630",Found,1971,http://www.lpi.usra.edu/meteor/metbull.php?code=11431,26.1,-106.96667
Aliskerovo,"Iron, IIIE-an","58,400",Found,1977,http://www.lpi.usra.edu/meteor/metbull.php?code=472,67.88333,167.5
Ivanpah,"Iron, IIIAB","58,000",Found,1880,http://www.lpi.usra.edu/meteor/metbull.php?code=12062,35.33333,-115.31667
Phillips County (stone),L6,"57,900",Fell,1901,http://www.lpi.usra.edu/meteor/metbull.php?code=18808,40,-99.25
Julesburg,L3.6,"57,900",Found,1983,http://www.lpi.usra.edu/meteor/metbull.php?code=12208,39.975,-102.26667
Miami,H5,"57,700",Found,1930,http://www.lpi.usra.edu/meteor/metbull.php?code=16630,35.66667,-100.6
Gladstone (stone),H4,"57,300",Found,1936,http://www.lpi.usra.edu/meteor/metbull.php?code=10921,36.3,-104
Warburton Range,"Iron, IVB","56,930",Found,1963,http://www.lpi.usra.edu/meteor/metbull.php?code=24212,-26.28333,126.66667
Farmville,H4,"56,000",Fell,1934,http://www.lpi.usra.edu/meteor/metbull.php?code=10075,35.55,-77.53333
Jenkins,"Iron, IAB-MG","55,400",Found,1946,http://www.lpi.usra.edu/meteor/metbull.php?code=12080,36.82444,-93.76111
Ashmore,H5,"55,400",Found,1969,http://www.lpi.usra.edu/meteor/metbull.php?code=2349,32.9,-102.28333
Kulnine,L6,"55,300",Found,1886,http://www.lpi.usra.edu/meteor/metbull.php?code=12372,-34.15,141.78333
Wellman (a),H5,"55,000",Found,1940,http://www.lpi.usra.edu/meteor/metbull.php?code=24237,33.03333,-102.33333
Rosebud,H5,"54,900",Found,1915,http://www.lpi.usra.edu/meteor/metbull.php?code=22767,30.81667,-97.05
Elenovka,L5,"54,640",Fell,1951,http://www.lpi.usra.edu/meteor/metbull.php?code=7824,47.83333,37.66667
Aprel'sky,"Iron, IIIAB","54,600",Found,1969,http://www.lpi.usra.edu/meteor/metbull.php?code=2319,53.3,126.11667
Markovka,H4,"54,200",Found,1967,http://www.lpi.usra.edu/meteor/metbull.php?code=15427,52.4,79.8
Veramin,Mesosiderite-B2,"54,000",Fell,1880,http://www.lpi.usra.edu/meteor/metbull.php?code=24162,35.33333,51.63333
Uwet,"Iron, IIAB","54,000",Found,1903,http://www.lpi.usra.edu/meteor/metbull.php?code=24138,5.28333,8.25
Chihuahua City,"Iron, IC","54,000",Found,1929,http://www.lpi.usra.edu/meteor/metbull.php?code=5350,28.66667,-106.11667
Dunganville,"Iron, IIIAB","54,000",Found,1976,http://www.lpi.usra.edu/meteor/metbull.php?code=7748,-42.55,171.35
Kumerina,"Iron, IIC","53,500",Found,1937,http://www.lpi.usra.edu/meteor/metbull.php?code=12375,-24.91667,119.41667
Ruff's Mountain,"Iron, IIIAB","53,070",Found,1844,http://www.lpi.usra.edu/meteor/metbull.php?code=22779,34.3,-81.4
Dalton,"Iron, IIIAB","53,000",Found,1879,http://www.lpi.usra.edu/meteor/metbull.php?code=5509,34.8,-84.98333
Nan Yang Pao,L6,"52,900",Fell,1917,http://www.lpi.usra.edu/meteor/metbull.php?code=16903,35.66667,103.5
Ahumada,"Pallasite, PMG","52,600",Found,1909,http://www.lpi.usra.edu/meteor/metbull.php?code=419,30.7,-105.5
